"Titre";"Créateur";"Sujet";"Description";"Editeur";"Contributeur";"Date";"Type";"Format";"Identifiant";"Source";"Langue";"Relation";"Couverture";"Droit";"url"
"[Factum. Judde-Larivière. An 11?]";"Sirey |Méjan";"divorces simulés |communautés familiales |fraudes |coutume du Poitou |";"Apperçu pour le Citoyen Judde-Larivière, défendeur ; contre la dame Brandy, demanderesse.";"s.n.";;"Circa An 11|1790-AN 11?|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf||8 p.";"BCU_Factums_M0232";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0616 |BCU_Factums_G1218||||||";"Rochechouard (87126)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0232.pdf"
"[Factum. Landriève, Charles. An 10]";"Pagès |Bayle";"bail à ferme |loi Emptorem |conflit de lois |cadastre |bail |";"Mémoire en réponse pour Charles, Pierre et Gilbert Landriève, père et fils, cultivateurs, habitans du lieu de Chantagret, commune du Peyrouze, appelans d'un jugement rendu au tribunal d'arrondissement de cette ville de Riom, le 3 floréal an 9, et demandeurs en opposition; contre Jacques Brunel de Privezac, propriétaire, habitant du lieu de Chauzy, commune de Besset, département de l'Allier, intimé et défendeur en opposition.";"De l'imprimerie de Landriot (Riom)";;"An 10|1784-An 10|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|19 p.";"BCU_Factums_M0233";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0234||||||";"La Peyrouse (63187) |Paris (75056) |Chantagret (domaine de) |Cornassat (domaine de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0233.pdf"
"[Factum. Brunel de Privezac, Jacques. An 10?]";"Gourbeyre";"bail à ferme |loi Emptorem |conflit de lois |cadastre |bail |";"Mémoire pour Jacques Brunel de Privezac, propriétaire, habitant actuellement du lieu de Chanzy, mairie de Besset, département d'Allier, intimé et défendeur en opposition ; contre Charles-Pierre et Gabriel Landriève, fermiers, habitans du lieu de Chantagret, mairie du Peyrouse, appelans et demandeur en opposition.";"De l'imprimerie de Landriot (Riom)";;"Circa An 10|1784-Circa An 10|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|26 p.";"BCU_Factums_M0234";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0233||||||";"La Peyrouse (63187) |Paris (75056) |Chantagret (domaine de) |Cornassat (domaine de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0234.pdf"
"[Factum. Dagonneau, Gilberte-Antoinette. An 10?]";"Pagès |Devèze";"successions |successions collatérales |coutume d'Auvergne |";"Observations sommaires servant de réponse à causes et moyens d'appel et d'opposition ; pour dame Gilberte-Antoinette Dagonneau, épouse de Jean-Chrétien Macheco, autorisée en justice, habitante de cette ville de Riom, intimée ; contre Jean-Baptiste Ribaud-La-Chapelle, habitant du lieu de la Chapelle-d'Andelot, appelant d'un jugement rendu au tribunal d'arrondissement de cette ville, le 11 nivôse an 10. |arbre généalogique.";"De l'imprimerie de Landriot (Riom)";;"Circa An 10|1799-Circa An 10|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|12 p.";"BCU_Factums_M0235";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Riom (63300) |Vensat (63446)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0235.pdf"
"[Factum. Noyer-Dubouyt, Jean-Joseph-Marie. An 11?]";"Noyer-Dubouyt |Vazeilles père";"successions |confiscations |fisc |abus de confiance |avoués |";"Mémoire pour Jean-Joseph-Marie Noyer-Dubouyt, habitant de la commune de Chamalières, appelant ; contre Jeanne Noyer et Pierre Greliche, son mari ; Marie-Gabrielle Noyer et Joseph Greliche, son mari, habitans la commune de Mozun ; et Anne Noyer-Lagarde, avoué près le Tribunal civil de première instance de l'arrondissement de Clermont-Ferrand, intimés. |Annotations manuscrites.";"De l'imprimerie de Limet (Clermont-Ferrand)";;"Circa An 11|1750-Circa An 11|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|41 p.";"BCU_Factums_M0236";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0237|BCU_Factums_G1319|BCU_Factums_G1320|BCU_Factums_G1322|BCU_Factums_G1324||";"Chamalières (63075) |Mauzun (63216)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0236.pdf"
"[Factum. Noyer, Jeanne. An 11?]";"Marcheix |Delapchier |Faye";"successions |confiscations |fisc |abus de confiance |avoués |";"Mémoire en réponse, pour Jeanne et Marie-Gabrielle Noyer, Pierre et Joseph Greliche, leurs maris, habitant à Mozun, intimés ; contre Joseph Noyer-Dubouy, habitant à Chamalière, appelant ; en présence d'Anne Noyer-Lagarde, avoué au Tribunal civil de Clermont, intimé. |annotations manuscrites.";"De l'imprimerie du Palais, chez J.-C Salles (Riom)";;"Circa An 11|1750-Circa An 11|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|45 p.";"BCU_Factums_M0237";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0236 |BCU_Factums_G1319 |BCU_Factums_G1320 |BCU_Factums_G1322 |BCU_Factums_G1324||||||";"Chamalières (63075) |Mauzun (63216)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0237.pdf"
"[Factum. Audigier, Pierre. An 11?]";"Pagès |Andraud |Boirot |Dartis-Marcillat |Bergier |Maugue";"successions |biens dotaux |immeubles |partage |moulins |";"Consultations [Citoyen Pierre Audigier, notaire public, habitant de la commune de Rochefort, contre Étienne  Prugnard, et Marie Demurat, sa femme].";"De l'imprimerie de Landriot (Riom)";;"Circa An 11|1780-Circa An 11|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|16 p.";"BCU_Factums_M0238";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0239 |BCU_Factums_M0731 |BCU_Factums_G1405 |BCU_Factums_G1406||||||";"Rochefort-Montagne (63305)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0238.pdf"
"[Factum. Prugnard,  Étienne. 1804]";"Mandet |Delapchier |Demay";"successions |biens dotaux |immeubles |partage |moulins |";"Mémoire pour Étienne Prugnard et Marie Demurat, sa femme, Intimés. Contre Jean-Baptiste Granet, Appelant. Et contre Audigier, Notaire, Intervenant.";"Chez Martin Dégoutte (Riom)";;"1804|1659-1804|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|20 p.";"BCU_Factums_M0239";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0238 |BCU_Factums_M0731 |BCU_Factums_G1405 |BCU_Factums_G1406||||||";"Rochefort-Montagne (63305)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0239.pdf"
"[Factum. Périssel, Annet. An 11?]";"Bergier |Boirot";"successions |";"Consultation pour le citoyen Annet Périssel, avoué au tribunal d'appel, appelant ; Contre ses frères et sœurs légitimaires, intimés. |annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"Circa An 11|1767-Circa An 11|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|4 p.";"BCU_Factums_M0240";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Riom (63300) |Aigueperse (63001)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0240.pdf"
"[Factum. Quayrut. An 11?]";"Delapchier |Mandet";"successions |tutelle |conflit de lois |coutume d'Auvergne |";"Observations pour les Quayrut, Thomas et Villemaud, intimés ; contre Antoine Quayrut, appelant.";"De l'imprimerie de Landriot (Riom)";;"Circa An 11|1785-Circa An 11|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|4 p.";"BCU_Factums_M0241";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0735 |BCU_Factums_M0333||||||";"Giat (63165)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0241.pdf"
"[Factum. Leige, Robert de. An 11?]";"Marcheix |Delapchier |Marie";"usure |créances |antichrèse |quittances |";"Mémoire pour le Sieur Robert de Leige, appelant ; contre François Astorg et Marie Vigier, sa femme, intimés ; et Contre Brigitte Rotquier et Jean-Baptiste Lacroix, son mari, intimés.  ";"De l'imprimerie du Palais, chez J.-C Salles (Riom)";;"Circa An 11|1714-Circa An 11|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|29 p.";"BCU_Factums_M0242";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Laval (Pré de) |Pleaux (15153)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0242.pdf"
"[Factum. Ricard. An 11?]";"Ricard |Devèze-Chassaing";"créances |hypothèques |doctrine |rétroactivité de la loi |";"Mémoire pour les héritiers Ricard, créanciers du ci-devant marquis de Vichy, intimés ; contre la Dame Langlard, épouse se disant divorcée dudit de Vichy, appelante ; Et contre le Citoyen Bernard Magaud, aussi appelant ; En présence des Citoyens Richard-Corbery, Grimardias, Juge et autres créanciers de Vichy. |Annotations manuscrites.";"Chez J. Veysset (Clermont-Ferrand)";;"Circa An 11|1780-Circa An 11|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|25 p.";"BCU_Factums_M0243";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_G1409 |BCU_Factums_M0244 |BCU_Factums_G1410||||||";"Chanonat (63084) |La Varvasse (château de) |Saint-Sandoux (63395)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0243.pdf"
"[Factum. Magaud, Bernard-Antoine. An 11?]";"Bergier |Grenier |Favard |Boirot |Andraud |Pagès-Meymac |Magaud";"ventes |nullité |enchères |Giscard d'Estaing (famille de) |châteaux |";"Consultation pour Bernard-Antoine Magaud, principal acquéreur du bien de Varvasse, provenu de Jean-François-Marie de Vichy, défendeur en assistance de cause, et incidemment appelant de jugement rendu au Tribunal de première instance de Clermont, le 3 Messidor an 11 ; contre les héritiers d'Antoine Ricard, et autres créanciers inscrits de Jean-François-Marie de Vichy, intimé ; en présence de Thérèse Langlard, épouse divorcée, et créancière principale dudit de Vichy, appelante et demanderesse en assistance de cause. |Annotations manuscrites.";"De l'imprimerie de Limet (Clermont-Ferrand)";;"Circa An 11|1801-Circa An 11|1799-1804 : Consulat |";"text|factum";"application/pdf|16 p.";"BCU_Factums_M0244";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0243 |BCU_Factums_G1409 |BCU_Factums_G1410||||||";"Chanonat (63084) |La Varvasse (château de) |Saint-Sandoux (63395)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0244.pdf"
"[Factum. Saint-But, Philippe. An 11?]";"Pagès |Mandet";"rentes foncières |reliquat féodalité |contentieux post-révolutionnaires |franc-alleu |fiefs |";"Mémoire pour Philippe Saint-But, propriétaire, habitant au lieu de Pouzeux, commune de Comps, et Marie Durand, son épouse, appelans d'un jugement rendu au tribunal d'arrondissement de Moulins le 7 germinal an 11 ; contre Jacques Chemel, propriétaire, habitant de la commune de Tréban, intimé. Question : Rente purement foncière, dont on veut éviter le payement sous prétexte de féodalité. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"Circa An 11|1697-Circa An 11|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|20 p.";"BCU_Factums_M0245";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0246||||||";"Comps (03092) |Treban (03287) |Montaix (terre des) |Chopins (domaine des)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0245.pdf"
"[Factum. Chemel, Jacques. An 11?]";"Andraud |Vazeille";"rentes foncières |reliquat féodalité |contentieux post-révolutionnaires |franc-alleu |fiefs |";"Mémoire pour Jacques Chemel, intimé ; contre Philippe Saint-But, appelant. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"Circa An 11|1697-Circa An 11|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|16 p.";"BCU_Factums_M0246";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0245||||||";"Chopins (domaine des) |Montaix (terre des) |Treban (03287)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0246.pdf"
"[Factum. Bard, Pierre. An 10?]";"Allezard |Croizier";"communautés familiales |partage |absence |testaments |coutume d'Auvergne |droit romain |";"Mémoire pour Pierre Bard, cultivateur, habitant de la commune d'Agnat, demandeur et défendeur en tierce opposition, contre Jean Saby, fils à Pierre, défendeur, et Catherine Saby, et Jean Magaud, tous cultivateurs, habitans du lieu de Balistroux, commune de Champagnat, demandeurs en tierce opposition. |Annotations manuscrites";"De l''Imprimerie de Crespy et Guilhaume (Puy-en-Velay)";;"Circa An 10|1674-Circa An 10|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|26 p.";"BCU_Factums_M0247";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Agnat (43001) |Champagnac-le-Vieux (43052)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0247.pdf"
"[Factum. Juge, Nicolas. An 10?]";"Pagès-Meymac |Mioche";"abandon d'enfant |fausse identité |captation d'héritage |possession d'état |";"Mémoire pour le citoyen Nicolas Juge, demandeur ; contre les héritiers de la dame Marguerite Dubois, épouse Soubrany, défendeurs ; et contre Hélène Dubois et Martin Valleix, son mari, aussi défendeurs.";"De l'imprimerie de Landriot (Riom)";;"Circa An 10|1752-Circa An 10|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|36 p.";"BCU_Factums_M0248";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0248.pdf"
"[Factum. Treich la Plène, Pierre-Jean-Baptiste. 1804]";"Barret-Ducoudert |Delapchier |Marie";"mines |charbonnière communale |charbonnière privée |propriété du sol |concession d'exploitation |charbon |intendants |";"Mémoire sur une contestation relative à la possession et propriété de mines à charbon. Mémoire en réponse pour Pierre-Jean-Baptiste Treich la Plène, appelant ; contre Marie Treich-Desfarges, veuve Lachaud, Jean Couder, et Léonard Chadenier, intimés.";"De l'imprimerie de Landriot (Riom)";;"1804|1747-1804|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|29 p.";"BCU_Factums_M0249";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0740 |BCU_Factums_M0407 |BCU_Factums_G1306 |BCU_Factums_G1307 |BCU_Factums_G1308||||||";"Maussac (19130)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0249.pdf"
"[Factum, vingt-huit habitants de la commune d'Aurière. 1808]";"Delapchier |Devèze";"percière |droits féodaux |terriers |coutume d'Auvergne |coutume du Bourbonnais |";"Précis pour vingt-huit habitans de la commune d'Aurière, intimès ; contre le sieur Guillaumauche du Boscage, appelant.";"De l'imprimerie de Thibaud-Landriot (Riom)";;"1808|1791-1808|1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|18 p.";"BCU_Factums_M0301";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Aurières (63020)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0301.pdf"
"[Factum. Bard, Guillaume. 1798?]";0;"garde des récoltes |Révolution française |excès de pouvoir |agent communal |contre-révolution |troubles publics |";"Mémoire justificatif pour Guillaume Bard, Ex-agent de la commune de Sauvetat-Autezat, accusé.";"s.n.";;"Circa 1798|1796-Circa 1798|1789-1799 : Révolution |";"text|factum";"application/pdf|18 p.";"BCU_Factums_M0302";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"La Sauvetat (63413) |Authezat (63021)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0302.pdf"
